,T_min,T_max,R_s
2020-03-24,-0.7,5.9,22.8384
2020-03-25,-3.1,7.8,36.234
2020-03-26,0.2,4.1,8.2836
2020-03-27,0.4,5.1,12.159
2020-03-28,0.0,6.3,22.428
2020-03-29,-1.0,12.1,13.995000000000001
2020-03-30,-0.4,2.7,5.5206
2020-03-31,-1.3,5.0,10.724400000000001
2020-04-01,-1.8,8.1,9.783
2020-04-02,4.6,9.4,6.8346
2020-04-03,5.1,9.5,8.2656
2020-04-04,-0.4,11.7,22.8762
2020-04-05,-2.8,7.1,21.1626
2020-04-06,3.1,7.5,23.2992
2020-04-07,0.44999999999999973,9.4,24.4242
2020-04-08,-2.2,11.3,24.1182
2020-04-09,-1.4,6.7,13.0248
2020-04-10,0.5,4.2,11.466
2020-04-11,2.4,7.4,24.1398
2020-04-12,2.8,8.5,24.3144
2020-04-13,5.8,10.2,4.7448
2020-04-14,3.5,11.1,24.3054
2020-04-15,0.7,5.0,6.7104
2020-04-16,1.4,6.1,16.578
2020-04-17,-0.3,6.1,26.2134
2020-04-18,-0.7,2.9,6.3828000000000005
2020-04-19,0.6,8.4,26.1738
2020-04-20,1.5,10.1,5.2452
2020-04-21,-2.4,6.6,25.0254
2020-04-22,-0.1,5.7,17.73
2020-04-23,0.7,5.8,24.8706
2020-04-24,1.3,6.2,5.769
2020-04-25,-0.1,10.9,27.0324
2020-04-26,-1.7,13.2,19.5966
2020-04-27,2.7,5.8,7.1604
2020-04-28,1.8,7.2,2.4156
2020-04-29,1.9,13.6,21.6324
2020-04-30,2.4,13.066666666666666,25.7418
2020-05-01,2.9,12.533333333333333,10.161
2020-05-02,3.4,12.0,17.6706
2020-05-03,1.9,13.0,11.6874
2020-05-04,5.5,10.9,11.3562
2020-05-05,1.5,7.8,18.3438
2020-05-06,1.9,9.8,29.4768
2020-05-07,2.4,9.9,14.9994
2020-05-08,4.4,9.5,28.1682
2020-05-09,0.7,7.6,10.251
2020-05-10,0.8,7.3,21.9294
2020-05-11,5.2,12.6,29.3346
2020-05-12,2.5,7.6,12.5208
2020-05-13,2.3,8.2,30.1716
2020-05-14,3.8,10.9,30.375
2020-05-15,1.8,15.5,14.0058
2020-05-16,2.75,14.25,11.0394
2020-05-17,3.7,13.0,27.0288
2020-05-18,5.6,18.7,22.7826
2020-05-19,4.6,17.9,30.1482
2020-05-20,3.5,12.4,30.1482
2020-05-21,4.4,12.6,29.4714
2020-05-22,7.3,15.3,30.3462
2020-05-23,2.8,17.8,30.15
2020-05-24,1.0,14.0,31.0698
2020-05-25,3.0,17.4,29.8386
2020-05-26,10.7,17.3,12.0204
2020-05-27,11.0,16.9,20.0754
2020-05-28,11.0,17.9,19.6128
2020-05-29,11.9,16.8,12.5784
2020-05-30,10.2,15.3,8.0676
2020-05-31,6.1,18.1,28.2834
2020-06-01,5.1,11.6,32.0814
2020-06-02,5.4,12.2,30.726
2020-06-03,8.2,13.0,3.276
2020-06-04,9.2,18.1,29.6676
2020-06-05,11.2,18.1,7.0938
2020-06-06,11.0,15.3,7.479
2020-06-07,9.0,16.0,14.0904
2020-06-08,7.8,17.9,29.9196
2020-06-09,7.8,17.2,17.1702
2020-06-10,8.2,19.4,26.9982
2020-06-11,10.8,19.3,15.379199999999999
2020-06-12,11.3,14.4,5.868
2020-06-13,10.4,20.5,23.1318
2020-06-14,10.2,18.9,10.953
2020-06-15,8.5,20.0,24.3378
2020-06-16,7.6,21.9,31.8906
2020-06-17,6.1,21.2,31.8996
2020-06-18,7.6,21.1,31.575599999999998
2020-06-19,12.7,18.3,19.2078
2020-06-20,12.9,21.5,30.708
2020-06-21,13.0,23.9,28.5138
2020-06-22,13.1,26.4,19.719
2020-06-23,14.0,23.1,18.1926
2020-06-24,13.2,20.6,14.8824
2020-06-25,13.1,20.633333333333333,24.8832
2020-06-26,13.0,20.666666666666668,22.8042
2020-06-27,12.9,20.7,19.1862
2020-06-28,12.5,21.9,15.4368
2020-06-29,13.2,23.7,6.957
2020-06-30,17.9,26.5,17.8866
2020-07-01,13.8,22.5,17.7624
2020-07-02,13.4,19.4,11.6874
2020-07-03,13.4,23.2,20.3184
2020-07-04,12.4,22.4,29.9394
2020-07-05,11.9,19.1,17.4168
2020-07-06,10.6,18.8,15.696
2020-07-07,11.0,19.4,27.7884
2020-07-08,11.7,20.3,12.785400000000001
2020-07-09,13.0,24.1,28.458
2020-07-10,15.6,26.1,25.2936
2020-07-11,16.8,23.9,9.8046
2020-07-12,16.0,22.0,22.076999999999998
2020-07-13,15.6,22.8,26.604
2020-07-14,15.7,24.6,10.44
2020-07-15,13.8,20.9,15.5394
2020-07-16,13.1,18.4,11.3868
2020-07-17,12.4,18.3,15.080400000000001
2020-07-18,14.4,20.1,26.407799999999998
2020-07-19,14.4,23.5,19.1466
2020-07-20,15.5,21.5,18.0522
2020-07-21,14.7,26.2,27.8496
2020-07-22,14.2,25.8,27.2862
2020-07-23,16.1,20.7,10.0422
2020-07-24,15.1,24.2,20.1744
2020-07-25,13.9,23.7,28.3248
2020-07-26,15.8,23.0,15.8166
2020-07-27,16.1,24.5,23.938200000000002
2020-07-28,17.5,24.4,27.7974
2020-07-29,16.0,28.4,20.367
2020-07-30,15.3,23.0,19.9584
2020-07-31,14.2,24.3,25.8966
2020-08-01,15.1,24.5,28.1952
2020-08-02,15.0,25.9,27.8298
2020-08-03,15.3,26.1,17.5446
2020-08-04,15.6,26.3,8.9928
2020-08-06,15.4,23.1,25.7364
2020-08-07,13.8,23.7,21.2472
2020-08-08,13.8,23.1,17.5248
2020-08-09,14.0,21.8,16.3134
2020-08-10,14.8,21.5,12.745800000000001
2020-08-11,17.5,20.3,6.2982
2020-08-12,16.9,23.1,11.2932
2020-08-13,16.5,29.4,23.814
2020-08-14,14.5,26.8,23.0652
2020-08-15,17.0,23.7,11.448
2020-08-16,14.5,23.8,18.981
2020-08-17,13.1,20.2,9.7632
2020-08-18,13.7,20.75,17.2656
2020-08-19,14.3,21.3,22.3308
2020-08-20,13.0,19.6,25.974
2020-08-21,14.1,21.4,24.7734
2020-08-22,12.7,21.9,21.924
2020-08-23,10.1,23.6,16.191
2020-08-24,14.7,25.4,14.7438
2020-08-25,15.3,19.7,12.3804
2020-08-26,12.3,17.8,24.1506
2020-08-27,11.1,17.1,23.6574
2020-08-28,10.1,19.6,22.4982
2020-08-29,10.2,21.5,11.3832
2020-08-30,12.0,18.8,19.756800000000002
2020-08-31,9.1,16.4,23.9778
2020-09-01,8.3,20.8,22.2768
2020-09-02,9.8,21.3,15.0516
2020-09-03,10.466666666666667,20.766666666666666,0.261
2020-09-04,11.133333333333335,20.233333333333334,11.1636
2020-09-05,11.8,19.7,22.8942
2020-09-06,9.8,19.4,12.7548
2020-09-07,11.6,23.4,21.3588
2020-09-08,11.9,23.4,19.3176
2020-09-09,12.2,26.1,19.152
2020-09-10,17.1,22.5,6.3558
2020-09-21,4.65,13.149999999999999,20.1636
2020-09-22,6.0,11.2,3.222
2020-09-23,9.0,15.9,10.0548
2020-09-24,12.1,18.2,18.4932
2020-09-25,9.4,21.1,16.5294
2020-09-26,8.3,18.1,8.9262
2020-09-27,14.2,20.5,11.403
2020-09-28,16.7,22.0,11.3616
2020-09-29,17.6,20.9,5.7816
2020-09-30,15.200000000000001,20.299999999999997,5.6448
2020-10-01,12.8,19.7,15.9948
2020-10-02,12.0,20.0,14.2434
2020-10-03,10.4,19.2,17.2782
2020-10-04,8.8,18.4,16.6428
2020-10-05,7.199999999999999,17.6,12.6378
2020-10-06,5.6,16.8,15.7482
2020-10-07,12.2,16.9,5.7762
2020-10-08,6.8,14.0,13.8492
2020-10-09,5.5,11.7,16.101
2020-10-10,11.3,17.4,9.225
2020-10-11,1.6,15.4,15.7698
2020-10-12,-0.2,11.7,13.7106
2020-10-13,2.7,17.1,12.3984
2020-10-14,9.9,17.3,10.0044
2020-10-15,4.9,17.1,10.2204
2020-10-16,12.4,18.5,14.517
2020-10-17,1.8,17.6,4.8006
2020-10-18,1.1,16.2,14.567400000000001
2020-10-19,5.1,15.9,8.6706
2020-10-20,10.9,14.2,7.5834
2020-10-21,12.5,16.9,2.3454
2020-10-22,8.1,18.0,10.7874
2020-10-23,7.4,16.3,12.2706
2020-10-24,8.8,14.8,5.8428
2020-10-25,0.8,8.8,8.154
2020-10-26,-0.1,12.8,5.2326
2020-10-27,4.5,13.0,5.4162
2020-10-28,0.6,6.8,6.0498
2020-10-29,3.9,10.1,5.0472
2020-10-30,-0.3,4.0,2.7
2020-10-31,-1.6,5.8,12.3768
2020-11-01,1.5,13.5,6.3468
2020-11-02,1.4,12.8,5.0598
2020-11-03,-2.4,3.4,4.7682
2020-11-09,6.65,15.95,4.032
2020-11-10,7.2,17.4,7.8228
2020-11-11,11.7,17.2,9.4356
2020-11-12,7.7,14.9,2.682
2020-11-13,4.8,7.7,2.9232
2020-11-14,4.2,7.4,4.1652000000000005
2020-11-15,2.8,8.4,7.785
2020-11-16,8.2,11.6,6.4314
2020-11-17,2.8,8.3,4.5882
2020-11-18,-1.4,2.8,2.7828
2020-11-19,-1.9,9.7,4.3938
2020-11-20,9.4,12.9,4.1598
2020-11-21,0.6,13.3,6.719399999999999
2020-11-22,-2.6,4.2,8.9694
2020-11-23,3.1,14.2,2.3292
2020-11-24,-4.0,3.5,5.3856
2020-11-25,-5.3,9.6,3.8628
2020-11-26,8.5,12.3,1.6254
2020-11-27,7.4,12.3,3.7872
2020-11-28,3.95,10.65,5.3442
2020-11-29,0.5,9.0,6.4152
2020-11-30,0.0,14.1,4.1004000000000005
2020-12-01,2.75,12.35,1.458
2020-12-02,5.5,10.6,4.7448
2020-12-03,4.4,9.0,7.2558
2020-12-04,7.5,12.1,4.9806
2020-12-05,8.3,14.4,2.232
2020-12-06,0.4,7.6,3.5172
2020-12-07,-1.8,1.3,2.8098
2020-12-08,-2.1,2.4,5.5872
2020-12-09,-0.1,3.0,4.221
2020-12-10,0.9,6.2,4.1166
2020-12-11,1.9,9.4,5.4972
2020-12-12,2.0,9.1,5.9382
2020-12-13,7.0,11.4,2.4552
2020-12-14,1.4,7.1,0.126
2020-12-15,-7.0,2.0,2.7521999999999998
2020-12-16,-8.2,-5.7,3.7224
2020-12-17,-7.3,-2.6,1.7208
2020-12-18,-3.1,0.8,3.5064
2020-12-19,-3.7,0.8,5.7528
2020-12-20,-2.7,3.8,4.1724
2020-12-21,3.1,7.2,3.456
2020-12-22,2.9,5.6,5.3586
2020-12-23,-5.2,4.1,5.6934000000000005
2020-12-24,-3.9,11.8,7.0758
2020-12-25,10.9,15.1,3.7818
2020-12-26,0.3,13.8,2.142
2020-12-27,-1.6,3.3,4.7772
2020-12-28,-1.7,7.2,4.4424
2020-12-29,-4.5,8.4,2.7594
2020-12-30,-3.7,6.5,7.5582
2020-12-31,0.4,9.5,2.5272
2021-01-01,-0.6,7.25,7.38
2021-01-02,-1.6,5.0,2.0106
2021-01-03,-1.4,0.5,4.0734
2021-01-04,-1.8,1.8,2.7972
2021-01-05,-0.7,2.4,3.132
2021-01-06,-0.6,2.0,3.9348
2021-01-07,-0.4,3.3,3.4128
2021-01-08,-2.5,0.4,2.6298
2021-01-09,-2.7,-0.4,3.3822
2021-01-10,-5.1,2.1,7.918200000000001
2021-01-11,-2.75,3.3,7.938000000000001
2021-01-12,-0.4,4.5,4.9446
2021-01-13,-1.3,3.9,5.5746
2021-01-14,0.7,3.5,3.1716
2021-01-15,-2.6,4.5,4.0896
2021-01-16,-3.2,8.1,3.6288
2021-01-17,2.8,5.8,3.4938
2021-01-18,-0.40000000000000036,2.3,4.4568
2021-01-19,-3.6,-1.2,0.207
2021-01-20,-7.8,1.1,7.1244000000000005
2021-01-21,-6.3,-2.6,6.7032
2021-01-22,-6.533333333333333,-2.4,6.561
2021-01-23,-6.766666666666667,-2.2,2.8998
2021-01-24,-7.0,-2.0,3.78
2021-01-25,-6.5,-0.5,3.879
2021-01-26,-6.0,1.0,7.3998
2021-01-27,-5.5,2.5,7.38
2021-01-28,-5.0,1.9,4.4136
2021-01-29,-5.4,-0.9,9.6084
2021-01-30,-7.9,-5.6,3.7188
2021-01-31,-8.2,-2.5,6.1398
2021-02-02,-0.2,10.3,2.5524
2021-02-03,1.6,5.9,7.101
2021-02-04,0.4,4.0,5.5206
2021-02-05,0.0,8.2,6.472799999999999
2021-02-06,2.0,6.0,7.938
2021-02-07,-2.8,1.8,4.5935999999999995
2021-02-08,-7.0,-0.5,4.1706
2021-02-09,-8.2,-4.4,9.2556
2021-02-10,-9.1,-2.8,11.115
2021-02-11,-7.7,-4.4,8.0784
2021-02-12,-10.4,-2.1,7.1712
2021-02-13,-8.9,-2.0,5.4108
2021-02-14,-9.3,0.0,4.3164
2021-02-15,-3.8,0.7,8.244
2021-02-16,-1.5,9.2,2.7828
2021-02-17,-4.7,2.7,6.2478
2021-02-18,-6.3,-2.9,12.357000000000001
2021-02-19,-5.2,-1.1,7.4088
2021-02-20,-5.9,-2.7,6.6744
2021-02-21,-7.4,-1.2,13.1742
2021-02-22,-1.8,4.1,6.1704
2021-02-23,1.7,5.2,10.9674
2021-02-24,1.6,6.7,13.2786
2021-02-25,-4.0,6.5,12.4632
2021-02-26,-8.8,-3.8,11.7396
2021-02-27,-9.2,6.7,9.504
2021-02-28,-1.9,4.4,13.2642
2021-03-01,-0.8,7.2,3.0168
2021-03-02,-13.0,-1.3,5.8086
2021-03-03,-5.7,1.4,13.8438
2021-03-04,-4.3,1.9,17.2242
2021-03-05,-7.2,-4.5,5.967
2021-03-06,-8.0,-0.3,7.5906
2021-03-07,-7.7,-0.7,17.0874
2021-03-08,-7.6,0.4,17.064
2021-03-09,-6.0,5.1,2.7216
2021-03-10,-1.9,4.9,12.4146
2021-03-11,2.0,10.3,9.3402
2021-03-12,3.1,11.4,10.346400000000001
2021-03-13,-0.7,4.3,17.865
2021-03-14,-7.9,1.0,13.4802
2021-03-15,-10.8,-8.5,7.2504
2021-03-16,-10.2,-4.3,12.4632
2021-03-17,-7.8,6.0,17.3088
2021-03-18,0.5,7.1,4.995
2021-03-19,-6.5,0.3,14.6088
2021-03-20,-4.3,5.6,18.6102
2021-03-21,0.7,11.2,19.107
2021-03-22,-2.3,10.4,20.142
2021-03-23,-0.7,14.8,1.8234
2021-03-24,0.5,14.2,14.022
2021-03-25,5.3,12.8,11.0304
2021-03-26,5.7,11.3,3.5982
2021-03-27,-1.9,6.8,14.8896
2021-03-28,-1.5,10.1,10.5714
2021-03-29,1.5,10.6,13.6152
2021-03-30,0.6,6.0,19.9908
2021-03-31,3.4,12.9,19.5714
2021-04-01,1.9,11.6,3.573
2021-04-02,0.0,2.9,15.021
2021-04-03,-1.6,4.4,21.6162
2021-04-04,-0.7,1.6,5.0796
2021-04-05,1.2,7.7,9.171
2021-04-06,2.0,11.1,14.823
2021-04-07,3.8,15.3,21.439799999999998
2021-04-13,2.1,10.1,15.3216
2021-04-14,-0.3,11.2,24.9768
2021-04-15,-2.2,11.3,23.2056
2021-04-16,0.2,4.6,5.4378
2021-04-17,0.9,6.2,8.2944
2021-04-18,2.6,7.2,15.966
2021-04-19,4.3,10.9,22.5504
2021-04-20,4.6,14.2,24.6942
2021-04-21,3.4,13.6,21.1986
2021-04-22,1.3,9.5,12.2526
2021-04-23,2.1,8.8,20.871
2021-04-24,5.7,12.8,26.0046
2021-04-25,3.2,12.6,12.9222
2021-04-26,3.8,9.2,17.982
2021-04-27,3.5,10.0,26.2386
2021-04-28,3.4,15.0,23.9328
2021-04-29,6.5,13.5,14.769
2021-04-30,3.8,9.3,7.173
2021-05-01,5.1,11.9,25.686
2021-05-02,6.1,12.0,15.084
2021-05-03,4.6,10.9,21.5838
2021-05-04,4.3,12.5,9.3438
2021-05-05,5.5,13.1,6.8238
2021-05-06,4.7,10.4,16.2846
2021-05-07,3.6,11.2,29.0592
2021-05-08,2.9,7.0,4.8438
2021-05-09,6.2,11.3,28.6272
2021-05-10,4.2,11.8,15.2586
2021-05-11,2.5,12.4,22.6062
2021-05-12,5.3,12.5,24.2982
2021-05-13,5.5,14.3,30.0546
2021-05-14,5.5,14.7,30.1068
2021-05-15,4.7,20.0,29.925
2021-05-16,7.0,16.3,26.7462
2021-05-17,5.8,17.9,25.1388
2021-05-18,4.7,17.4,20.6442
2021-05-19,6.4,18.7,29.997
2021-05-20,5.0,14.9,27.0918
2021-05-21,4.0,17.3,25.3818
2021-05-22,7.8,16.1,11.0124
2021-05-23,4.0,18.4,18.63
2021-05-24,2.3,12.5,31.8222
2021-05-25,6.5,13.7,30.249
2021-05-26,10.4,15.2,16.0506
2021-05-27,9.5,18.9,18.99
2021-05-28,5.9,11.1,23.895
2021-05-29,6.2,8.6,5.9166
2021-05-30,6.4,10.1,6.4008
2021-05-31,8.8,20.5,15.4062
2021-06-01,9.3,15.0,25.113599999999998
2021-06-02,10.6,20.8,30.2688
2021-06-03,10.6,19.4,19.1466
2021-06-04,11.2,13.3,7.884
2021-06-05,10.2,19.1,21.1284
2021-06-06,12.5,24.5,29.4588
2021-06-07,12.3,21.4,8.334
2021-06-11,5.6,14.1,16.6914
2021-06-12,9.2,17.1,30.6576
2021-06-13,9.9,18.2,25.4196
2021-06-14,8.4,20.4,28.7226
2021-06-15,13.3,17.6,5.796
2021-06-16,11.8,17.6,20.079
2021-06-17,8.8,18.9,31.9464
2021-06-18,8.2,20.5,31.7592
2021-06-19,12.8,18.5,10.6038
2021-06-20,12.6,22.7,30.4812
2021-06-21,12.1,22.1,22.4856
2021-06-22,14.1,24.9,17.4618
2021-06-23,11.8,17.0,31.0986
2021-06-24,9.9,22.3,2.7918
2021-06-29,14.8,25.4,6.885
2021-06-30,15.6,23.3,29.2266
2021-07-01,15.8,22.8,21.7998
2021-07-02,13.4,17.0,5.535
2021-07-03,12.8,17.5,11.5452
2021-07-04,10.9,14.9,12.2508
2021-07-05,8.9,17.3,30.7764
2021-07-06,11.200000000000001,18.900000000000002,0.9234
2021-07-12,14.8,22.7,14.1858
2021-07-13,12.8,24.5,23.319
2021-07-14,13.0,23.2,17.9802
2021-07-15,17.0,21.4,7.9848
2021-07-16,16.1,23.2,18.837
2021-07-17,14.8,25.0,20.2932
2021-07-18,16.4,25.4,11.5146
2021-07-19,16.4,19.7,10.1916
2021-07-20,14.4,21.6,17.4996
2021-07-21,14.0,22.1,8.9586
2021-07-22,12.5,19.7,15.8166
2021-07-23,10.4,20.7,28.8612
2021-07-24,10.6,22.1,28.539
2021-07-25,10.1,20.3,18.7128
2021-07-26,15.3,23.3,11.6892
2021-07-27,14.0,23.2,17.6562
2021-07-28,11.8,20.4,14.1066
2021-07-29,9.9,22.0,26.082
2021-07-30,13.6,17.6,9.9918
2021-07-31,11.9,17.1,27.7398
2021-08-01,11.3,22.0,27.2052
2021-08-02,11.9,20.2,12.6936
2021-08-03,12.4,22.6,22.941
2021-08-04,14.9,23.3,19.026
2021-08-05,17.0,23.6,10.467
2021-08-06,15.8,19.1,11.6748
2021-08-07,15.9,22.5,18.288
2021-08-08,16.2,24.2,16.1298
2021-08-09,17.8,25.4,22.0842
2021-08-10,17.2,26.7,12.8448
2021-08-11,16.6,20.8,9.1008
2021-08-12,16.9,21.2,9.0702
2021-08-13,16.9,25.3,20.916
2021-08-14,16.9,24.7,19.791
2021-08-15,14.2,24.4,25.4682
2021-08-16,12.6,22.4,26.6544
2021-08-17,13.95,22.0,23.8266
2021-08-18,15.3,21.6,15.2064
2021-08-19,16.7,22.5,13.5666
2021-08-20,15.5,21.4,8.076600000000001
2021-08-21,15.6,24.0,8.7696
2021-08-22,17.9,24.8,18.081
2021-08-23,17.2,27.1,12.5946
2021-08-24,16.5,25.0,12.5244
2021-08-25,16.1,26.8,21.1104
2021-08-26,14.8,25.6,20.5272
2021-08-27,13.1,25.8,19.6056
2021-08-28,10.6,20.8,19.422
2021-08-29,9.7,20.7,19.4544
2021-08-30,15.7,22.7,9.2718
2021-08-31,15.3,23.2,13.3848
2021-09-01,14.6,22.8,17.9676
2021-09-02,13.5,23.0,5.274
2021-09-03,12.4,17.4,19.040399999999998
2021-09-04,11.0,17.2,22.5954
2021-09-05,9.0,18.8,11.9178
2021-09-06,13.8,17.7,2.8332
2021-09-07,13.0,19.6,22.1508
2021-09-08,10.0,22.9,20.0178
2021-09-09,14.6,24.1,14.3082
2021-09-10,13.6,20.4,11.6298
2021-09-11,13.0,17.8,21.9654
2021-09-12,15.3,20.5,15.6402
2021-09-13,12.2,18.9,14.1084
2021-09-14,8.1,18.3,21.231
2021-09-15,8.7,20.3,6.0174
2021-09-16,12.0,20.8,6.6816
2021-09-17,11.9,24.4,14.6052
2021-09-18,16.5,26.1,12.6306
2021-09-19,8.1,21.7,18.9756
2021-09-20,7.2,18.8,18.4158
2021-09-21,7.2,20.7,19.089
2021-09-22,11.0,22.4,6.0264
2021-09-23,14.8,24.1,17.447400000000002
2021-09-25,18.4,24.9,13.6458
2021-09-26,13.6,21.2,7.7940000000000005
2021-09-27,12.7,18.8,18.1242
2021-09-28,13.2,17.4,3.1212
2021-09-29,10.2,19.4,12.6846
2021-09-30,9.2,15.7,15.7554
2021-10-01,9.0,15.6,14.8086
2021-10-02,7.3,17.2,13.9104
2021-10-03,6.9,17.4,12.861
2021-10-04,6.9,17.0,17.1018
2021-10-05,6.1,18.6,14.443200000000001
2021-10-06,5.1,17.9,17.0982
2021-10-07,8.5,19.7,15.886800000000001
2021-10-08,5.7,18.3,14.9796
2021-10-09,3.3,14.6,15.9696
2021-10-10,2.9,15.8,8.056799999999999
2021-10-11,6.0,19.0,14.85
2021-10-12,10.2,19.1,14.6196
2021-10-13,12.2,22.2,11.4084
2021-10-14,11.8,20.4,9.1098
2021-10-15,11.2,17.7,10.6758
2021-10-16,12.0,16.4,3.2148
2021-10-17,11.1,17.8,2.8638
2021-10-21,6.3,17.0,1.5066
2021-10-22,13.7,19.6,7.8462
2021-10-23,11.0,17.9,7.1136
2021-10-24,8.1,11.1,8.154
2021-10-25,8.05,12.1,2.9376
2021-10-26,8.0,13.1,3.0978
2021-10-27,8.0,10.4,4.0482
2021-10-28,6.5,13.4,9.4842
2021-10-29,4.6,13.8,8.3052
2021-10-30,3.8,14.9,10.3464
2021-10-31,11.9,17.4,7.4646
2021-11-01,8.7,15.4,8.4276
2021-11-02,3.0,13.9,9.2286
2021-11-03,3.1,10.4,8.2332
2021-11-04,0.5,8.8,11.6172
2021-11-05,0.8,7.4,8.2944
2021-11-06,-2.1,9.1,10.8234
2021-11-07,2.1,12.0,10.8864
2021-11-08,5.1,14.2,8.1108
2021-11-09,1.7,14.3,10.247399999999999
2021-11-10,3.3,10.3,2.2446
2021-11-11,0.4,8.6,8.7156
2021-11-12,-0.6,14.4,6.9048
2021-11-13,5.6,15.5,8.6526
2021-11-14,7.3,10.7,6.8544
2021-11-15,5.0,9.7,2.466
2021-11-16,2.7,5.9,5.2379999999999995
2021-11-17,-0.7,3.9,7.6644
2021-11-18,2.5,15.5,3.7278000000000002
2021-11-19,3.8,14.1,3.2652
2021-11-20,-2.5,5.4,9.009
2021-11-21,-0.9,10.5,4.4172
2021-11-22,4.5,12.8,1.9368
2021-11-23,0.6,4.8,4.3146
2021-11-24,-0.1,4.0,3.1572
2021-11-25,1.6,7.1,7.5798
2021-11-26,6.5,8.7,2.4534
2021-11-27,0.5,7.2,3.123
2021-11-28,1.4,4.7,4.5558
2021-11-29,0.5,4.9,2.4462
2021-11-30,-1.5,3.1,2.9610000000000003
2021-12-01,-1.5,7.3,6.0893999999999995
2021-12-02,-2.1,4.8,2.9502
2021-12-03,-2.7,2.3,2.8638
2021-12-04,-3.3,-0.2,7.614
2021-12-05,-2.2,4.1,7.1658
2021-12-06,-1.0,14.6,2.3112
2021-12-07,1.3,14.0,7.6788
2021-12-08,-2.6,1.6,2.4048
2021-12-09,-9.2,-1.4,2.8674
2021-12-10,-9.6,5.7,3.0096
2021-12-11,5.1,14.2,1.9278
2021-12-12,4.2,14.1,4.2048
2021-12-13,6.2,8.8,5.013
2021-12-14,-1.6,8.3,7.0812
2021-12-15,-2.7,0.6,7.5348
2021-12-16,-0.7,10.1,2.1708
2021-12-17,4.2,11.9,7.164
2021-12-18,-2.7,4.2,6.1344
2021-12-19,-4.6,-0.4,2.9124
2021-12-20,-7.3,2.1,1.386
2021-12-21,-2.9,6.0,0.2376
2021-12-22,-1.7,6.9,2.1042
2021-12-23,-7.3,2.3,6.6474
2021-12-24,-7.7,-0.4,6.039
2021-12-25,-0.9,3.0,6.0228
2021-12-26,-1.9,2.3,3.798
2021-12-27,-0.9,1.3,3.5244
2021-12-28,-1.4,4.7,2.835
2021-12-29,-0.7,1.8,3.9438
2021-12-30,-1.5,3.4,3.3624
2021-12-31,1.5,7.6,3.3228
2022-01-01,-0.2,9.9,2.7054
2022-01-02,0.1,9.2,2.4732
2022-01-03,-6.2,0.0,4.2048
2022-01-04,-8.8,0.3,4.4118
2022-01-05,0.3,9.6,5.472
2022-01-06,0.6,10.1,6.7446
2022-01-07,-2.7,1.5,1.8702
2022-01-08,-10.7,-2.4,6.3666
2022-01-09,-11.1,7.6,2.8529999999999998
2022-01-10,-7.8,6.4,5.877
2022-01-11,-13.8,-7.8,4.3488
2022-01-12,-12.4,3.8,2.8422
2022-01-13,-1.1,2.0,3.6612
2022-01-14,-7.3,3.7,2.0034
2022-01-15,-12.4,-7.3,4.545
2022-01-16,-12.7,-6.7,7.5132
2022-01-17,-12.0,8.2,2.0736
2022-01-18,-8.9,4.8,3.0042
2022-01-19,-9.1,6.5,6.6618
2022-01-20,-7.9,6.1,0.7992
2022-01-21,-14.6,-7.9,7.5618
2022-01-22,-14.2,-5.8,5.8248
2022-01-23,-6.6,2.3,4.9842
2022-01-24,-9.0,-0.9,6.9534
2022-01-25,-6.3,3.1,3.7962000000000002
2022-01-26,-11.8,-2.8,5.9814
2022-01-27,-13.6,-1.8,10.3032
2022-01-28,-2.0,2.0,3.8862
2022-01-29,-4.2,3.2,2.5758
2022-01-30,-7.0,3.1,4.8942
2022-01-31,-8.9,-3.9,9.5094
2022-02-01,-12.8,-2.9,10.7964
2022-02-02,-13.6,5.0,5.7348
2022-02-03,3.9,7.4,4.5468
2022-02-04,-1.2,8.8,2.3436
2022-02-05,-9.7,-1.2,4.1255999999999995
2022-02-06,-14.0,-5.6,11.8152
2022-02-07,-6.6,2.4,6.4296
2022-02-08,1.6,9.6,6.0984
2022-02-09,-3.4,2.5,6.2802
2022-02-10,-0.9,5.3,9.909
2022-02-11,3.0,7.4,12.006
2022-02-12,3.4,11.0,9.0432
2022-02-13,-5.7,3.5,3.3732
2022-02-14,-10.3,-5.7,4.4262
2022-02-15,-11.4,-6.2,6.6474
2022-02-16,-14.4,4.0,10.521
2022-02-17,4.0,9.1,7.0902
2022-02-18,-5.6,11.1,3.4992
2022-02-19,-8.0,1.9,9.4536
2022-02-20,-7.4,2.5,10.2366
2022-02-21,-1.8,7.0,13.2048
2022-02-22,-0.3,7.6,11.2194
2022-02-23,-4.4,9.2,5.4846
2022-02-24,-9.3,-3.9,14.4738
2022-02-25,-11.4,-7.7,1.7298
2022-02-26,-9.8,-2.5,12.5946
2022-02-27,-5.8,2.1,3.564
2022-02-28,-10.4,-5.9,9.5814
2022-03-01,-13.4,1.3,15.3936
2022-03-02,-3.0,3.8,7.488
2022-03-03,-9.5,-0.8,6.8166
2022-03-04,-11.8,-2.2,12.5514
2022-03-05,-4.5,0.9,12.456
2022-03-06,-0.1,7.5,2.3886
2022-03-07,3.8,9.4,9.7776
2022-03-08,1.7999999999999998,7.933333333333334,15.9084
2022-03-09,-0.20000000000000018,6.466666666666667,9.2106
2022-03-10,-2.2,5.0,11.3472
2022-03-11,-1.4,6.9,16.6518
2022-03-12,0.2,11.3,2.9538
