,T_min,T_max,R_s
2008-11-08,12.5,16.0,3.3264
2008-11-09,7.7,15.8,3.4344
2008-11-10,5.1,11.5,4.4064000000000005
2008-11-11,3.6,7.9,6.4188
2008-11-12,1.1,6.6,7.5636
2008-11-13,1.3,7.8,5.8464
2008-11-14,7.2,12.8,2.6352
2008-11-15,10.8,15.4,1.926
2008-11-16,6.6,16.5,0.9756
2008-11-17,1.1,8.8,6.12
2008-11-18,0.5,8.0,7.5564
2008-11-19,-0.6,3.3,1.9188
2008-11-20,-2.5,-0.5,2.2284
2008-11-21,-3.0,0.6,3.4056
2008-11-22,-3.7,-1.4,2.61
2008-11-23,-5.1,-0.6,3.3588
2008-11-24,-4.7,0.7,7.3404
2008-11-25,-5.1,8.7,3.4776000000000002
2008-11-26,-0.2,9.5,1.2168
2008-11-27,-1.3,7.8,6.7896
2008-11-28,4.9,8.6,3.1968
2008-11-29,3.0,7.4,6.2964
2008-11-30,-0.5,4.3,5.5008
2008-12-01,4.1,14.1,2.646
2008-12-02,5.8,9.5,5.5908
2008-12-03,0.1,6.4,7.8084
2008-12-04,5.3,9.5,4.68
2008-12-05,-2.0,7.5,3.114
2008-12-06,-6.5,2.0,7.0344
2008-12-07,-1.2,5.9,1.0872
2008-12-08,-7.9,-1.0,1.332
2008-12-09,-10.0,10.1,2.1384
2008-12-10,3.3,12.9,2.0952
2008-12-11,1.5,5.9,0.8603999999999999
2008-12-12,2.2,13.7,1.1376
2008-12-13,-6.3,2.2,1.6884
2008-12-14,-7.7,7.0,6.5376
2008-12-15,7.0,11.8,1.116
2008-12-16,-2.3,11.8,0.3456
2008-12-17,-3.2,2.5,0.23399999999999999
2008-12-18,-1.8,1.6,2.9952
2008-12-19,-11.9,-0.3,2.8908
2008-12-20,-12.5,-6.1,2.8368
2008-12-21,-13.9,5.7,2.2283999999999997
2008-12-22,-5.8,0.2,0.9504
2008-12-23,-7.9,-3.3,4.3344000000000005
2008-12-24,-4.7,10.6,0.2124
2008-12-25,-3.7,11.3,6.5016
2008-12-26,-7.7,-3.6,7.4988
2008-12-27,-6.5,7.1,0.3708
2008-12-28,6.5,10.1,0.7344
2008-12-29,-3.9,7.6,7.1604
2008-12-30,-4.7,1.5,2.0232
2008-12-31,-7.6,-2.2,0.6624
2009-01-01,-10.8,-7.2,0.8676
2009-01-02,-7.7,2.3,5.2524
2009-01-03,-5.8,0.6,2.1132
2009-01-04,-6.8,-1.0,0.7884
2009-01-05,-6.6,4.1,0.5472
2009-01-06,-2.6,0.7,6.8436
2009-01-07,-6.1,8.9,0.8316
2009-01-08,-3.5,8.0,2.9268
2009-01-09,-6.7,-3.4,3.6144
2009-01-10,-9.5,-3.2,6.1452
2009-01-11,-9.5,-3.9,1.1808
2009-01-12,-8.5,-3.9,2.1888
2009-01-13,-8.7,2.8,2.178
2009-01-14,-9.5,2.4,3.96
2009-01-15,-15.3,-9.0,5.2416
2009-01-16,-16.8,-9.4,3.9312
2009-01-17,-16.0,-7.3,5.3856
2009-01-18,-12.2,4.9,2.0052
2009-01-19,-0.8,6.5,4.2156
2009-01-20,-5.1,-0.5,2.9772
2009-01-21,-6.8,-3.3,3.528
2009-01-22,-3.9,1.6,3.816
2009-01-23,-6.5,2.8,7.1136
2009-01-24,-10.8,5.1,4.2732
2009-01-25,-12.3,-3.4,7.0164
2009-01-26,-15.1,-7.6,8.1036
2009-01-27,-11.6,-5.6,5.7708
2009-01-28,-10.8,8.8,2.8008
2009-01-29,-2.5,7.6,8.7588
2009-01-30,-6.1,0.0,9.6408
2009-01-31,-5.4,0.4,3.5460000000000003
2009-02-01,-7.4,3.1,3.6144000000000003
2009-02-02,-3.6,5.8,7.466399999999999
2009-02-03,-6.3,2.5,1.0548
2009-02-04,-7.6,-4.4,3.8592
2009-02-05,-11.0,-7.6,8.1612
2009-02-06,-9.8,-4.0,10.6956
2009-02-07,-11.4,4.2,7.1892
2009-02-08,-6.5,5.6,3.852
2009-02-09,-9.7,-5.2,12.2364
2009-02-10,-9.1,-3.7,10.0008
2009-02-11,-3.7,2.4,3.186
2009-02-12,-0.6,5.5,1.4832
2009-02-13,-7.1,0.5,8.4168
2009-02-14,-4.5,-0.9,4.9248
2009-02-15,-2.2,2.3,7.3872
2009-02-16,-4.5,3.3,8.4564
2009-02-17,-5.7,2.6,13.0752
2009-02-18,-5.0,1.7,12.5892
2009-02-19,-2.0,2.6,1.0476
2009-02-20,-3.9,1.3,4.0536
2009-02-21,-3.6,-0.3,6.912
2009-02-22,-6.3,4.4,7.8911999999999995
2009-02-23,-3.6,3.8,3.6756
2009-02-24,-4.5,-1.6,4.6944
2009-02-25,-6.8,-0.9,14.4072
2009-02-26,-7.8,2.8,8.0928
2009-02-27,-1.1,6.9,9.3024
2009-02-28,-3.2,7.1,3.1176
2009-03-01,-4.6,-2.7,4.2804
2009-03-02,-3.9,9.1,2.2248
2009-03-03,-5.1,-1.1,4.4064000000000005
2009-03-04,-7.7,-4.7,11.332799999999999
2009-03-05,-7.0,0.2,17.4348
2009-03-06,-2.6,5.5,1.8792
2009-03-07,0.0,8.5,16.6428
2009-03-08,-0.1,5.9,5.868
2009-03-09,-4.1,5.0,10.3788
2009-03-10,-4.7,4.4,18.432
2009-03-11,-2.0,6.6,2.5416
2009-03-12,-7.7,4.7,18.7812
2009-03-13,-9.3,-1.7,19.3536
2009-03-14,-2.0,3.1,12.3408
2009-03-15,-1.9,7.9,18.432
2009-03-16,-5.3,1.0,19.677599999999998
2009-03-17,-6.0,4.3,19.4796
2009-03-18,-3.5,5.6,18.2088
2009-03-19,-0.7,5.3,2.2608
2009-03-20,-6.1,3.4,14.9544
2009-03-21,-5.9,3.1,20.88
2009-03-22,-2.8,4.9,10.6488
2009-03-23,-5.9,-1.0,18.3636
2009-03-24,-2.2,2.6,6.7428
2009-03-25,-3.6,6.4,21.6216
2009-03-26,-5.0,7.3,21.1824
2009-03-27,-1.1,7.7,9.6084
2009-03-28,-2.2,7.9,14.562
2009-03-29,-2.9,11.5,6.9264
2009-03-30,0.2,6.6,3.978
2009-03-31,-0.6,2.3,6.8652
2009-04-01,-2.2,3.3,19.242
2009-04-02,2.1,8.2,4.806
2009-04-03,6.0,13.6,6.6996
2009-04-04,4.2,10.1,12.3588
2009-04-05,3.3,6.3,6.552
2009-04-06,1.6,10.3,19.8792
2009-04-07,3.6,12.8,11.2572
2009-04-08,1.1,6.9,17.906399999999998
2009-04-09,3.0,9.6,23.976
2009-04-10,0.5,9.9,22.8996
2009-04-11,2.0,5.9,2.2608
2009-04-12,0.7,2.6,5.886
2009-04-13,0.4,4.9,13.204799999999999
2009-04-14,-1.8,6.5,25.541999999999998
2009-04-15,-2.1,10.1,26.0424
2009-04-16,-2.2,9.4,26.2548
2009-04-17,0.6,9.4,23.9832
2009-04-18,0.4,10.9,24.5844
2009-04-19,-1.3,9.8,24.2172
2009-04-20,-2.1,9.4,26.1792
2009-04-21,2.3,11.0,2.7252
2009-04-22,8.7,12.1,2.6676
2009-04-23,5.4,10.0,20.8944
2009-04-24,3.3,9.4,26.9136
2009-04-25,1.9,14.2,24.6204
2009-04-26,5.3,19.2,21.1644
2009-04-27,6.2,11.3,15.3828
2009-04-28,7.6,16.6,25.11
2009-04-29,2.3,9.6,28.3212
2009-04-30,1.5,10.8,27.6552
2009-05-01,8.0,10.5,3.7008
2009-05-02,5.7,10.4,5.0508
2009-05-03,2.9,11.2,9.8892
2009-05-04,5.8,13.7,18.3528
2009-05-05,5.6,12.9,6.2388
2009-05-06,5.3,12.7,5.382000000000001
2009-05-07,4.0,12.8,4.086
2009-05-08,4.9,11.7,10.5372
2009-05-09,6.5,12.4,7.6824
2009-05-10,6.6,12.5,15.2136
2009-05-11,5.5,10.5,11.556000000000001
2009-05-12,3.2,13.5,14.022
2009-05-13,2.8,9.7,26.8704
2009-05-14,3.3,13.1,27.126
2009-05-15,8.7,12.0,6.8976
2009-05-16,8.7,19.5,18.2592
2009-05-17,7.7,13.5,4.3848
2009-05-18,6.5,10.7,6.3072
2009-05-19,5.6,11.3,25.4376
2009-05-20,6.0,17.0,22.1436
2009-05-21,8.4,16.2,29.5668
2009-05-22,10.2,15.9,29.4588
2009-05-23,9.5,17.9,19.8684
2009-05-24,7.4,12.4,8.474400000000001
2009-05-25,5.7,17.4,28.2852
2009-05-26,5.0,12.2,31.3596
2009-05-27,3.6,14.1,13.5504
2009-05-28,7.8,13.0,8.6184
2009-05-29,8.5,14.4,8.8668
2009-05-30,8.6,15.3,9.3456
2009-05-31,6.8,17.3,26.5716
2009-06-01,6.5,11.1,30.747600000000002
2009-06-02,8.3,13.9,23.0724
2009-06-03,7.6,17.2,17.7156
2009-06-04,8.0,15.0,23.8464
2009-06-05,9.3,17.0,16.4664
2009-06-06,8.8,17.1,13.7052
2009-06-07,9.5,15.0,22.2948
2009-06-08,7.8,17.4,30.078
2009-06-09,6.7,17.3,21.4344
2009-06-10,9.8,13.4,7.542
2009-06-11,10.8,17.9,9.7452
2009-06-12,10.5,17.4,7.0344
2009-06-13,9.3,20.1,21.348
2009-06-14,8.6,17.5,12.438
2009-06-15,8.9,17.4,19.6416
2009-06-16,7.8,20.2,25.3008
2009-06-17,7.3,18.3,30.6288
2009-06-18,10.9,18.7,27.971999999999998
2009-06-19,13.1,20.2,12.2472
2009-06-20,16.3,19.4,6.66
2009-06-21,15.6,21.5,12.4956
2009-06-22,15.5,19.3,8.01
2009-06-23,16.2,23.7,14.3676
2009-06-24,17.8,24.5,17.298000000000002
2009-06-25,12.4,23.5,20.016
2009-06-26,12.8,19.4,25.174799999999998
2009-06-27,14.6,20.6,10.3428
2009-06-28,16.3,22.4,12.348
2009-06-29,13.7,23.5,21.4524
2009-06-30,12.4,22.8,12.3552
2009-07-01,13.4,18.4,11.3436
2009-07-02,14.9,23.4,24.3144
2009-07-03,14.9,19.5,10.0116
2009-07-04,12.4,19.4,16.362
2009-07-05,12.4,16.6,22.5432
2009-07-06,12.0,22.8,23.788800000000002
2009-07-07,12.0,17.7,19.8216
2009-07-08,9.6,16.8,10.296
2009-07-09,9.1,18.0,30.258
2009-07-10,7.3,21.5,31.0932
2009-07-11,7.6,19.6,31.0032
2009-07-12,14.3,19.5,9.36
2009-07-13,13.1,17.6,14.7456
2009-07-14,11.9,19.7,29.79
2009-07-15,12.8,17.8,29.3184
2009-07-16,11.6,20.7,16.779600000000002
2009-07-17,15.9,18.5,6.2712
2009-07-18,16.1,19.7,3.672
2009-07-19,14.6,17.8,18.2448
2009-07-20,13.5,23.8,29.2392
2009-07-21,16.6,21.4,8.1324
2009-07-22,13.2,20.8,8.5752
2009-07-23,13.5,23.2,15.7896
2009-07-24,13.3,19.2,4.158
2009-07-25,12.8,17.5,12.0132
2009-07-26,13.1,21.0,13.1148
2009-07-27,16.2,23.0,10.346400000000001
2009-07-28,13.8,18.7,16.38
2009-07-29,14.8,20.2,10.2348
2009-07-30,15.9,20.4,8.081999999999999
2009-07-31,14.6,24.4,21.4272
2009-08-01,13.0,20.6,20.2464
2009-08-02,11.3,22.4,23.122799999999998
2009-08-03,13.9,19.1,12.9348
2009-08-04,14.2,25.0,22.1436
2009-08-05,14.2,19.9,10.5768
2009-08-06,15.2,24.0,22.8852
2009-08-07,13.0,20.2,19.6848
2009-08-08,12.8,18.9,27.6588
2009-08-09,13.1,20.5,25.272
2009-08-10,15.1,20.0,6.7896
2009-08-11,16.0,24.2,10.6092
2009-08-12,12.4,24.3,22.8996
2009-08-13,13.6,22.6,10.566
2009-08-14,13.3,21.8,25.7616
2009-08-15,14.9,21.5,24.1164
2009-08-16,15.5,25.8,23.2488
2009-08-17,15.6,22.6,18.8928
2009-08-18,16.7,24.1,22.2192
2009-08-19,14.6,21.1,13.032
2009-08-20,14.6,25.8,23.8572
2009-08-21,15.3,21.6,8.3088
2009-08-22,18.1,26.0,13.626
2009-08-23,16.8,24.8,12.0456
2009-08-24,14.2,20.5,7.6572000000000005
2009-08-25,13.7,21.2,19.9008
2009-08-26,12.9,18.9,11.9376
2009-08-27,9.0,17.3,24.732
2009-08-28,7.7,17.9,24.116400000000002
2009-08-29,10.2,20.1,2.5271999999999997
2009-08-30,12.3,16.6,11.1996
2009-08-31,9.3,17.6,14.7816
2009-09-01,8.6,19.4,23.4324
2009-09-02,8.2,19.9,23.7204
2009-09-03,10.6,19.2,20.6676
2009-09-04,10.6,19.6,22.2048
2009-09-05,10.9,22.8,22.3524
2009-09-06,8.2,19.5,23.1912
2009-09-07,7.7,17.9,22.3236
2009-09-08,7.1,17.9,17.046
2009-09-09,7.8,21.9,21.3804
2009-09-10,6.6,17.6,22.7232
2009-09-11,5.4,19.8,19.404
2009-09-12,12.4,21.3,6.1091999999999995
2009-09-13,13.2,21.7,9.3024
2009-09-14,11.7,17.0,20.6208
2009-09-15,10.9,17.9,11.1816
2009-09-16,8.1,16.8,12.9528
2009-09-17,7.0,15.4,8.6328
2009-09-18,7.8,17.0,17.6184
2009-09-19,6.0,13.7,13.2516
2009-09-20,6.4,15.4,17.3916
2009-09-21,9.5,19.9,19.1592
2009-09-22,11.1,18.2,14.8644
2009-09-23,14.2,19.9,11.088
2009-09-24,8.6,20.3,12.5064
2009-09-25,5.2,12.9,7.038
2009-09-26,3.2,11.7,17.9748
2009-09-27,7.9,17.1,4.986
2009-09-28,13.3,17.0,6.606
2009-09-29,12.5,19.3,4.482
2009-09-30,11.8,18.5,14.5512
2009-10-01,8.1,12.6,8.1828
2009-10-02,6.3,14.0,7.4232000000000005
2009-10-03,6.6,16.8,10.6812
2009-10-04,12.4,18.1,2.5488
2009-10-05,11.1,14.1,7.3152
2009-10-06,9.9,14.3,16.1532
2009-10-07,8.4,13.8,1.1736
2009-10-08,6.6,11.3,4.6008000000000004
2009-10-09,6.6,12.8,7.506
2009-10-10,6.7,14.0,4.788
2009-10-11,2.2,12.0,14.022
2009-10-12,5.9,9.2,15.9516
2009-10-13,3.1,9.5,3.3408
2009-10-14,2.8,7.8,13.2768
2009-10-15,1.8,6.5,7.9812
2009-10-16,2.2,9.0,6.1884
2009-10-17,4.8,10.8,7.128
2009-10-18,3.2,8.4,2.7468
2009-10-19,5.5,9.1,5.904
2009-10-20,1.8,10.2,12.2004
2009-10-21,3.8,10.5,13.550400000000002
2009-10-22,4.3,12.2,2.4335999999999998
2009-10-23,0.7,7.0,6.3756
2009-10-24,1.0,16.3,1.5912
2009-10-25,7.9,16.7,11.9016
2009-10-26,1.7,8.4,13.219199999999999
2009-10-27,0.2,7.0,5.9976
2009-10-28,2.7,9.2,5.7132000000000005
2009-10-29,0.4,10.0,12.3408
2009-10-30,-0.9,10.5,11.2248
2009-10-31,8.8,16.3,4.3128
2009-11-01,4.0,15.9,3.582
2009-11-02,3.0,12.3,11.1456
2009-11-03,3.5,8.7,2.2968
2009-11-04,0.9,9.1,8.0028
2009-11-05,0.4,8.1,5.5656
2009-11-06,1.6,5.1,4.734
2009-11-07,1.1,7.0,6.9552
2009-11-08,6.6,11.4,3.0636
2009-11-09,5.5,14.8,10.3932
2009-11-10,5.7,14.9,6.12
2009-11-11,0.1,8.6,4.4208
2009-11-12,-1.4,10.6,9.702
2009-11-13,-0.1,13.1,8.0172
2009-11-14,4.9,14.4,3.7296
2009-11-15,11.2,16.5,1.6776
2009-11-16,5.1,12.2,7.7472
2009-11-17,-1.7,7.3,4.6764
2009-11-18,-2.0,9.2,9.486
2009-11-19,0.8,11.1,9.331199999999999
2009-11-20,2.2,14.2,4.7484
2009-11-21,4.4,11.7,6.282
2009-11-22,-0.6,8.3,8.2008
2009-11-23,-1.0,7.7,3.7692
2009-11-24,5.5,10.6,1.3860000000000001
2009-11-25,9.9,13.1,2.4984
2009-11-26,8.6,10.6,1.5876
2009-11-27,8.6,14.6,1.08
2009-11-28,4.8,8.6,2.1708
2009-11-29,3.9,7.3,6.4224000000000006
2009-11-30,2.6,13.6,1.8216
2009-12-01,0.8,4.4,1.8936000000000002
2009-12-02,1.2,9.3,6.5447999999999995
2009-12-03,8.6,14.8,0.9504
2009-12-04,1.7,10.7,5.3352
2009-12-05,2.6,8.5,1.8396
2009-12-06,0.4,3.2,2.0808
2009-12-07,0.1,5.0,3.8772
2009-12-08,-2.9,2.8,5.2164
2009-12-09,-4.1,10.1,1.1556
2009-12-10,0.7,10.0,3.0564
2009-12-11,-3.5,2.2,2.2968
2009-12-12,-5.4,-2.4,4.5468
2009-12-13,-2.5,5.9,6.0120000000000005
2009-12-14,1.6,5.9,2.7108
2009-12-15,1.9,7.4,1.4292
2009-12-16,-9.3,5.5,3.4236
2009-12-17,-10.3,-7.0,1.746
2009-12-18,-9.7,-3.9,2.2176
2009-12-19,-8.7,-3.2,5.4324
2009-12-20,-8.4,-1.6,0.9144
2009-12-21,-1.6,0.1,2.0232
2009-12-22,-1.4,0.9,1.7712
2009-12-23,-3.2,-0.3,1.4976
2009-12-24,-2.9,2.4,3.294
2009-12-25,-2.2,0.4,2.3796
2009-12-26,-3.0,0.7,2.5056000000000003
2009-12-27,-0.4,8.8,1.9404000000000001
2009-12-28,1.6,6.2,6.948
2009-12-29,-10.0,2.4,2.1995999999999998
2009-12-30,-10.5,-4.4,3.0276
2009-12-31,-9.7,-2.0,3.6612
2010-01-01,-3.9,-1.4,0.7632
2010-01-02,-3.7,0.6,0.7704
2010-01-03,-3.0,1.4,5.634
2010-01-04,-2.3,2.3,4.9644
2010-01-05,0.4,2.8,2.7216
2010-01-06,-0.1,1.4,2.6064000000000003
2010-01-07,-1.2,0.6,2.4804
2010-01-08,-5.2,0.0,2.5488
2010-01-09,-7.0,-1.8,2.61
2010-01-10,-10.8,-5.9,2.5056
2010-01-11,-6.0,-0.3,3.3732
2010-01-12,-8.8,-1.4,5.3892
2010-01-13,-9.1,-5.4,2.5344
2010-01-14,-6.2,0.3,2.142
2010-01-15,0.3,4.7,2.8367999999999998
2010-01-16,2.0,4.0,4.7268
2010-01-17,-5.8,3.2,8.6436
2010-01-18,-3.8,-1.2,1.1448
2010-01-19,-3.3,1.7,5.8464
2010-01-20,-1.2,1.2,1.332
2010-01-21,-2.3,0.8,4.6152
2010-01-22,-8.8,0.4,8.3844
2010-01-23,-11.6,-3.4,8.1792
2010-01-24,-9.4,0.3,8.2476
2010-01-25,-3.9,9.0,3.1716
2010-01-26,1.9,9.7,2.1384
2010-01-27,-0.8,5.4,9.4392
2010-01-28,-2.6,3.6,5.1372
2010-01-29,-10.2,0.0,1.764
2010-01-30,-11.6,-5.6,9.774000000000001
2010-01-31,-11.5,-3.8,7.7976
2010-02-01,-5.1,-1.4,5.8644
2010-02-02,-13.5,-4.5,10.281600000000001
2010-02-03,-14.1,-3.1,7.5312
2010-02-04,-8.8,-4.5,4.3596
2010-02-05,-9.7,-4.8,6.9588
2010-02-06,-12.2,-7.8,6.3072
2010-02-07,-9.4,-2.5,2.8512
2010-02-08,-3.8,-0.2,3.1248
2010-02-09,-2.5,2.5,5.4072000000000005
2010-02-10,-4.7,3.3,9.234
2010-02-11,-3.2,1.4,7.7256
2010-02-12,-0.2,2.7,4.9644
2010-02-13,-1.2,1.3,6.3396
2010-02-14,-1.6,0.9,3.114
2010-02-15,-2.3,1.1,5.094
2010-02-16,-4.5,4.2,7.4088
2010-02-17,-1.4,2.0,4.104
2010-02-18,0.4,3.8,4.4892
2010-02-19,0.9,2.5,6.8724
2010-02-20,0.8,3.7,13.0176
2010-02-21,-0.1,2.0,6.6924
2010-02-22,-1.6,2.7,6.1416
2010-02-23,-0.6,4.5,9.4032
2010-02-24,-0.1,3.8,8.4132
2010-02-25,1.8,5.3,5.3964
2010-02-26,0.8,6.5,3.7404
2010-02-27,0.1,5.7,6.7068
2010-02-28,1.8,5.1,3.7548
2010-03-01,1.1,5.6,5.4576
2010-03-02,-0.3,6.0,12.1248
2010-03-03,-0.6,2.8,5.6592
2010-03-04,-1.5,2.4,4.1112
2010-03-05,-4.2,0.8,11.5668
2010-03-06,-4.1,4.3,17.1756
2010-03-07,-3.2,5.3,17.0856
2010-03-08,1.5,7.3,16.8876
2010-03-09,-3.3,2.6,17.928
2010-03-10,-4.9,3.8,18.2448
2010-03-11,-3.6,6.2,17.9064
2010-03-12,-4.7,7.3,18.6048
2010-03-13,-3.1,7.6,18.5436
2010-03-14,0.1,7.6,5.5224
2010-03-15,1.4,10.1,7.6464
2010-03-16,-1.4,12.1,19.3896
2010-03-17,-0.4,9.9,19.141199999999998
2010-03-18,0.8,8.7,15.192
2010-03-19,0.2,13.3,18.5904
2010-03-20,3.2,11.4,19.0008
2010-03-21,2.2,10.9,13.3992
2010-03-22,4.5,8.0,7.2612
2010-03-23,5.1,8.9,1.746
2010-03-24,1.5,5.9,5.5764
2010-03-25,1.6,8.2,21.0528
2010-03-26,-5.6,6.9,4.8096000000000005
2010-03-27,-7.6,-1.7,22.0176
2010-03-28,-8.7,2.7,18.9396
2010-03-29,2.6,9.3,7.6536
2010-03-30,8.4,13.9,5.4216
2010-03-31,6.6,14.2,12.7944
2010-04-01,5.0,16.3,10.9728
2010-04-02,6.2,15.2,13.7988
2010-04-03,4.4,11.9,19.0044
2010-04-04,4.0,10.4,18.720000000000002
2010-04-05,3.4,10.2,19.458
2010-04-06,5.9,14.3,14.1948
2010-04-07,1.6,12.0,12.0168
2010-04-08,4.4,16.9,22.3848
2010-04-09,6.9,14.2,4.3596
2010-04-10,4.0,10.7,8.9424
2010-04-11,3.2,10.3,21.6612
2010-04-12,3.0,10.4,24.642
2010-04-13,0.1,9.9,14.814
2010-04-14,-1.8,9.1,21.887999999999998
2010-04-15,-1.1,10.9,24.746399999999998
2010-04-16,-2.4,7.6,6.0984
2010-04-17,-3.6,6.6,7.8876
2010-04-18,-0.3,8.1,14.3676
2010-04-19,3.0,9.6,18.4356
2010-04-20,4.7,11.6,21.78
2010-04-21,1.9,13.8,25.2144
2010-04-22,3.2,14.6,24.5592
2010-04-23,2.5,13.5,15.498
2010-04-24,4.1,12.4,21.895200000000003
2010-04-25,3.4,10.8,19.224
2010-04-26,1.4,13.5,22.338
2010-04-27,6.2,9.9,6.5268
2010-04-28,0.4,8.1,17.7588
2010-04-29,0.8,9.6,23.8032
2010-04-30,6.0,11.7,20.7504
2010-05-01,6.4,16.5,27.6984
2010-05-02,7.6,14.3,9.320400000000001
2010-05-03,7.9,14.8,7.4736
2010-05-04,9.2,18.3,27.7668
2010-05-05,6.8,15.3,25.506
2010-05-06,7.5,15.2,10.512
2010-05-07,7.7,11.8,28.6956
2010-05-08,5.6,10.1,4.3848
2010-05-09,5.6,9.2,24.354
2010-05-10,4.4,8.2,19.9908
2010-05-11,2.3,10.6,26.8704
2010-05-12,3.9,11.3,27.0324
2010-05-13,3.1,11.2,30.0348
2010-05-14,5.5,15.7,27.3384
2010-05-15,4.2,11.9,8.8632
2010-05-16,6.6,13.8,29.2428
2010-05-17,4.6,15.4,29.6604
2010-05-18,3.8,15.3,25.8372
2010-05-19,7.4,13.5,4.7556
2010-05-20,6.7,12.8,14.7708
2010-05-21,5.1,19.1,30.528
2010-05-22,5.6,15.7,25.4844
2010-05-23,9.6,17.9,21.492
2010-05-24,9.6,16.8,24.1416
2010-05-25,11.2,17.3,25.948800000000002
2010-05-26,6.6,23.5,20.3328
2010-05-27,6.6,17.1,29.4624
2010-05-28,7.1,17.1,28.2744
2010-05-29,6.9,15.9,28.3212
2010-05-30,8.6,16.6,23.4252
2010-05-31,9.2,15.7,31.1724
2010-06-01,9.0,14.6,7.5204
2010-06-02,8.8,16.8,18.6372
2010-06-03,8.8,15.0,8.9136
2010-06-04,8.7,15.0,23.13
2010-06-05,8.2,16.0,7.0956
2010-06-06,11.1,16.4,6.5736
2010-06-07,8.9,15.9,21.438
2010-06-08,8.8,15.4,31.5648
2010-06-09,7.7,15.5,31.7376
2010-06-10,6.6,16.7,20.5884
2010-06-11,8.0,19.8,30.3012
2010-06-12,8.7,16.7,21.3516
2010-06-13,8.3,20.7,20.7576
2010-06-14,9.8,18.9,14.9724
2010-06-15,8.6,16.0,32.7816
2010-06-16,9.4,19.5,27.5652
2010-06-17,9.8,16.4,7.4016
2010-06-18,9.1,18.8,26.128800000000002
2010-06-19,12.0,22.0,30.2724
2010-06-20,12.8,22.0,17.5788
2010-06-21,11.5,20.4,21.6072
2010-06-22,10.9,23.9,25.812
2010-06-23,11.7,17.0,4.8708
2010-06-24,10.2,20.0,20.7648
2010-06-25,12.8,21.1,30.9816
2010-06-26,13.0,17.5,9.27
2010-06-27,12.9,22.1,24.21
2010-06-28,13.8,18.1,6.6708
2010-06-29,13.6,21.8,18.7632
2010-06-30,12.0,18.9,31.572
2010-07-01,10.8,18.3,31.3632
2010-07-02,9.8,17.0,31.564799999999998
2010-07-03,10.9,20.1,29.761200000000002
2010-07-04,12.9,21.3,27.684
2010-07-05,15.2,27.1,27.7884
2010-07-06,16.1,22.8,13.1148
2010-07-07,15.6,25.4,27.27
2010-07-08,16.4,26.3,26.0136
2010-07-09,16.6,25.5,20.8044
2010-07-10,17.7,23.6,13.4064
2010-07-11,13.9,20.3,4.8852
2010-07-12,14.3,20.7,15.012
2010-07-13,15.0,22.7,16.7004
2010-07-14,14.7,19.7,8.0568
2010-07-15,15.3,25.1,26.3268
2010-07-16,14.8,23.2,13.3956
2010-07-17,15.5,22.3,21.492
2010-07-18,14.4,22.2,28.134
2010-07-19,14.1,26.5,26.424
2010-07-20,15.0,23.9,11.4444
2010-07-21,13.9,23.4,28.3356
2010-07-22,14.5,19.9,19.4616
2010-07-23,14.2,22.2,28.7244
2010-07-24,15.5,23.2,14.238
2010-07-25,13.8,19.9,9.1764
2010-07-26,14.1,19.0,28.9224
2010-07-27,12.8,22.0,29.2464
2010-07-28,12.8,22.8,28.044
2010-07-29,13.8,20.7,7.0776
2010-07-30,11.5,20.4,26.8452
2010-07-31,11.2,22.5,28.854
2010-08-01,11.2,22.9,25.3008
2010-08-02,11.0,24.3,26.0316
2010-08-03,11.4,20.6,13.8312
2010-08-04,15.6,18.5,7.4268
2010-08-05,17.3,21.7,7.8588000000000005
2010-08-06,13.8,22.8,22.3632
2010-08-07,11.9,18.9,28.4544
2010-08-08,14.4,20.9,15.6564
2010-08-09,15.7,22.9,19.4544
2010-08-10,15.1,23.5,22.032
2010-08-11,12.6,23.9,26.91
2010-08-12,10.2,22.7,23.796
2010-08-13,9.7,21.9,26.0028
2010-08-14,11.6,23.8,26.4492
2010-08-15,11.2,24.3,22.9464
2010-08-16,12.6,21.6,13.176
2010-08-17,16.9,21.5,8.863199999999999
2010-08-18,13.6,23.2,20.0376
2010-08-19,12.1,25.8,25.1568
2010-08-20,11.1,19.3,12.7476
2010-08-21,10.5,21.2,25.038
2010-08-22,13.5,19.9,8.7768
2010-08-23,12.9,21.5,6.8904
2010-08-24,14.0,23.5,16.092
2010-08-25,13.8,24.4,13.374
2010-08-26,14.1,18.4,9.0396
2010-08-27,11.1,20.0,24.4584
2010-08-28,9.8,20.5,23.976
2010-08-29,11.9,24.0,23.1552
2010-08-30,16.1,28.0,22.662
2010-08-31,14.2,24.2,22.525199999999998
2010-09-01,16.6,26.5,22.1148
2010-09-02,17.9,23.5,21.4452
2010-09-03,17.1,24.3,15.5556
2010-09-04,14.9,24.4,13.3992
2010-09-05,14.2,19.4,22.8456
2010-09-06,13.5,19.3,22.9104
2010-09-07,14.8,20.2,14.868
2010-09-08,14.3,20.4,6.7896
2010-09-09,12.2,19.0,13.1724
2010-09-10,12.4,15.4,9.2628
2010-09-11,7.7,17.2,11.0412
2010-09-12,6.0,17.1,16.6752
2010-09-13,9.3,16.9,12.8412
2010-09-14,9.6,17.0,12.2796
2010-09-15,10.9,16.4,19.2384
2010-09-16,10.0,15.8,20.664
2010-09-17,8.0,16.9,5.184
